Posición,Jinete,Caballo,Puntos,Tiempo
1,Robin Vermeir,Magic Van'T Hulgenrode Z,0,121.38
2,Lieselot Kooremans,Lola-Jay ES,0,124.91
3,Felipe Coutinho Mendonca Nagata,Nektar de Vauxelles,12,130.98
4,Daan Bernaerts,Rosa KC,4,133.45
5,Dennis Johansson,Sibella Sts,8,137.80
6,Elona Rousselle,Ilahtop du Thalie,8,141.52
7,Florence Schwizer-Seydoux,Mirage Vls,12,147.10
8,Mohamed Mounir Mehenni,Jet Lag des M,20,158.09
,Amira Kettaneh,Izzy du Thot,RET,
,Sultan Salem Al Naemi,Gannan de La Luce,EL,
