Posición,Jinete,Caballo,Puntos,Tiempo
1,Simone Blum,Caja 52,0,62.60
2,Felix Müller,Carl Otto 5,0,63.82
3,Marvin Jüngel,Kansall,0,64.73
4,Felix Müller,Aquarela B,0,66.36
5,Marvin Jüngel,Claus CM,0,66.78
6,Joana Schildknecht,Quonchita Van De Nachtegaele,0,67.98
7,Felix Hassmann,Carrie Brad Shaw Mwz,0,68.46
8,Mick Haunhorst,Cascadeur 115,0,69.02
9,Tina Deuerer,Dsp Emrado D,0,69.30
10,Anna Ortmann,Jimmy,0,69.59
11,Max Schmidt,Coeur De Lion,0,69.97
12,Ava Ferch,Elvic V/h Hoeve-terras Z,0,70.08
13,Mick Haunhorst,Lily-rose Jt De La Limite Z,0,70.89
14,Franz Josef Steiner,Irish Coffee De Pehou,0,71.32
15,Marie Flick,Da Vinci Sr Z,0,72.02
16,Helmut Schönstetter,Eic Arwen,0,73.30
17,Vivien Blandfort,Hickstead's Boy,0,73.73
18,Simone Baur,Continental 14,0,74.46
19,Carola Wegener,Edgar Ps,0,75.26
20,Vivien Blandfort,Via Blue,0,75.50
21,Tom Sanders,Bilbao S 3,0,75.54
22,Klara Fischer,It's Me,0,76.10
23,Anna-Sophia Schumacher,Conketo Blue,0,76.74
24,Sheikara Lalive D’epinay,Dakota,0,76.93
25,Tom Sanders,Dsp Anthea,0,77.21
26,Leo Renner,Duc De L'impermeable Z,0,78.06
27,Clarissa Ingerl,Oakley,1,79.25
28,Robert Conredel,Sixpack 11,1,79.45
29,Magdalena Fischer,Sassou,2,80.42
30,Anna Duff,Chalonta Ps,3,81.34
31,Hans-Günther Blum,Tip Top Van De Zuuthoeve Z,4,62.73
32,Niklas Betz,Million Dollar Baby,4,63.14
33,Selina Höger,Knight Rider,4,64.38
34,Mikka Roth,Fresno S.h,4,65.90
35,Emely Karoline Paulsen,Deauraya Faswede Z,4,67.75
36,Lea Kremer,Cardenta Du Rouet,4,69.91
37,Ulrich Hensel,Miss Million,4,71.31
38,Clarissa Ingerl,Agassi 22,4,71.39
39,Elisabeth Meyer,Let It Shine,4,73.47
40,Hilke Wohlgemuth,Eldorada's Passion Gs,4,73.56
41,Felix Hassmann,Casablanca Awz,4,73.70
42,Angelina Krausse-Herröder,Nimarek,4,75.01
43,Michael Hornung,Voyager 7,4,75.13
44,Michael Eichler,Cocolina 17,4,75.35
45,Vince Jarmy,Acira Blue Ps,4,75.72
46,Basile Bettendorf,Veyron Cs,4,75.99
47,Sven Sieger,Iva De La Cor,4,76.07
48,Fritz Fervers,Nica-linn,4,76.98
49,Daniel Böttcher,Catch Me 85,4,77.41
50,Denis Nielsen,Kobus,4,77.61
51,Wolfgang Puschak,Mr. Monty Van De Helsthoeve,4,77.86
52,Carlotta Reisacher,Babalou 4,4,78.18
53,Sophia Mitchell,Joker Ask,4,78.60
54,Soenke Kohrock,Comme Il Cool,4,78.77
55,Leo Renner,Ludwig 267,4,82.80
56,Aidan Kennedy,Nagano De La Pomme,5,79.31
57,Hans-Günther Blum,Titanium Ps,8,66.88
58,Mikka Roth,Quendresa Pf,8,68.02
59,Ulrich Hensel,Deauville Z,8,68.47
60,Ava Ferch,Vdl Helena Van Perbeemd,8,68.91
61,Tina Deuerer,Bibi Pennylyn,8,70.49
62,Hilke Wohlgemuth,Copy And Paste Gs,8,73.48
63,Tamara Schnyder,Geronimo De Vains,8,74.02
64,Felix Wassenberg,Diamaro 3,8,74.66
65,Maximilian Ertz,Diamond Blue,8,75.26
66,Ruven Simon,Gilles Vd Vosberg Z,8,75.73
67,Aidan Kennedy,Balder Van T Breezerhof Z,8,76.19
68,Daniel Böttcher,Baloutino,8,76.79
69,Jennifer Jaritz-Gnaser,Mama Mia Van Overis Z,8,76.85
70,Tereza Praskova,Quinn De Semilly,8,77.39
71,Daniel Lahmann,Good Morning D'ivraie,8,82.98
72,Helmut Schönstetter,Coromont,9,79.20
73,Angelina Krausse-Herröder,Funky For Pleasure,9,79.35
74,Soenke Kohrock,Van Cordoba,9,79.62
75,Lea Fries,Pliszka,9,79.76
76,Basile Bettendorf,Chakpori Du Gibet,9,83.19
77,Emma Bachl,Castro B 3,9,83.37
78,Tereza Praskova,Caivano,9,83.56
79,Axel Fromm,Casa De Cooper Fh,10,80.03
80,Vince Jarmy,Kokenykisasszony,10,84.07
81,Elisabeth Meyer,Extra With Chilli Z,11,85.35
82,Reinhard Sax,Dubai Van Het Beeckhof Z,12,73.41
83,Marie Flick,Didou Blofagnu Z,12,74.66
84,Willi Fischer,Big Eddy,12,76.77
85,Lea Kremer,Selma,12,78.26
86,Joana Schildknecht,Rossini Ter Spelonck,12,82.74
87,Kei Okubo,Quick Casall,13,83.38
88,Emely Karoline Paulsen,Gigant K.v.,14,80.57
89,Sophia Pilar Schäffer,Oh My Fina Hp,15,81.51
90,Reinhard Sax,Zepter Z,15,85.44
91,Carl Maria Forstpointner,Focus On Pleasure,15,85.45
92,Paula Fischer,Siria's Bellina,16,82.18
93,Sven Ebert,Ilona II,20,76.26
94,Daniela Niederstrasser,Spitfire,26,88.23
95,Eberhard Reininger,Karlotta 39,33,99.97
96,Marcel Schneider,Bruderherz Mey,35,101.68
,Simone Baur,Quel Reve,RET,
,Thomas O'Brien,Scotch Blue S,EL,
