Posición,Jinete,Caballo,Puntos,Tiempo
1,Julia Bluj,Geraldien,0,53.29
2,Maja Marcinkiewicz,Diablo,0,57.01
3,Miriam Benzien,Casallier,0,60.17
4,Maximilian Kießl,Umpire Vd Donkhoeve,4,59.35
5,Zuzanna Michalska,Gucara,4,60.70
6,Silvio Weiss,Notting Hill 22,4,61.44
7,Malgorzata Janusz,Only Luck Srk,8,61.82
8,Matthias Lucas,Poker Van Stal Moncis Z,18,67.84
,Pola Zagórska,Stakkito Gold,EL,
