Posición,Jinete,Caballo,Puntos,Tiempo,Puntos fase II,Tiempo fase II
1,Silvio Weiss,Notting Hill 22,0,39.03,0,29.94
2,Miriam Benzien,Casallier,0,39.72,0,30.45
3,Malgorzata Janusz,Only Luck Srk,0,42.22,0,33.24
4,Maja Marcinkiewicz,Diablo,0,37.21,4,27.05
5,Julia Bluj,Geraldien,4,36.19,0,27.55
6,Zuzanna Michalska,Gucara,0,39.30,4,30.03
7,Matthias Lucas,Poker Van Stal Moncis Z,0,37.47,4,31.41
8,Pola Zagórska,Stakkito Gold,4,36.94,4,27.74
9,Maximilian Kießl,Umpire Vd Donkhoeve,8,37.64,4,29.39
