Posición,Jinete,Caballo,Puntos,Tiempo
1,Nicole Pavitt,Rhodos van de Kiekenboer,0,53.10
2,Alicia Falla,Lightning W,0,53.61
3,Harriette Rushton,Anytime Z,0,54.97
4,Kathryn Ellison,Tudor Lough,0,55.31
5,Carron Nicol,Dolomite Z,0,55.50
6,Samantha Anne Oliver,Gluk,0,55.71
7,Danielle Farnsworth,Lotus WL,0,56.17
8,Francesca Young,Carrickview Libretto,0,57.44
9,Mia Breen,Crack 41,0,59.36
10,Lowan Cruise Mills,Quando Z,0,59.43
11,Holly Smith,Dunard Air Tyson,0,59.46
12,Michael Tuff,Mozart van het Netehof,0,59.82
13,Faye Adams,Ideal Meniljean,0,60.78
14,Greg Le Gear,Diamond Warrior,0,60.97
15,Lowan Cruise Mills,Billy Can Can,0,61.14
16,Alexandra Somerville-Cotton,Comvaro,0,64.03
17,Leo Lorimer,Touareg T,0,65.12
18,Honor Dabbs,Loughnatousa Gilbert,0,65.23
19,Fergal Holohan,Ces Celtic Son,0,67.07
20,Elizabeth Forrester,Conrad Fs Z,0,67.58
21,Miles Jon O'Donnell,Always And Forever,0,69.26
22,James Adams Riley,Floris,0,71.91
23,Christopher Franks,Black Friday 3,4,51.74
24,Georgina Ellis,Fireball,4,52.10
25,Emma Stoker,Skylandria Z,4,54.64
26,Angela Thompson,Ca Va Fazallco,4,54.83
27,Iwan Carpenter,Ramiro Dollar,4,54.93
28,Leo Lamb,Next Pinacolada,4,56.57
29,Phillip Spivey,Billy Van Gogh,4,56.59
30,Poppy Stronge,Lamshire.Ryal.K.,4,57.13
31,Abbie Summers,Liebherr,4,58.74
32,Kirsty Hogg,Nitaine,4,58.79
33,Danielle Farnsworth,Kwis,4,65.50
34,Alfie Diaper,Ottawa,4,66.18
35,Dee Kennedy,Narla Emerald Blue,4,67.73
36,Rosie Smith,Honorine AS,8,60.95
37,Isabelle Doyle,Fss Sunlight,8,66.09
38,Rebecca Marsh,N My Lady EX,8,66.84
39,Greg Le Gear,Gucci's Envoy,8,68.51
40,Jenna Palmer Evans,Ciasko Z,8,69.64
,Kirsty Pearce,Hadrianus WB,EL,
,Katie-Ellen Mellish,Renkum Keyman,EL,
,Ryan Page,Zlatan Z,RET,
