Posición,Jinete,Caballo,Puntos,Tiempo
1,Julia Bluj,Geraldien,0,56.49
2,Maria Ciszek,Dialog,0,60.65
3,Maja Marcinkiewicz,Diablo,0,64.70
4,Miriam Benzien,Casallier,0,66.93
5,Maximilian Kießl,Umpire Vd Donkhoeve,4,62.06
6,Zuzanna Michalska,Gucara,4,66.06
7,Urszula Pogodzinska,Prime Radius,8,68.83
8,Silvio Weiss,Notting Hill 22,8,69.21
9,Malgorzata Janusz,Only Luck Srk,8,70.24
10,Matthias Lucas,Poker Van Stal Moncis Z,12,72.77
,Pola Zagórska,Stakkito Gold,EL,
,Elina Schwarz,Luka Van De Eikhof,EL,
