Posición,Jinete,Caballo,Puntos,Tiempo
1,Alexander Mclean,Corneliuss,0,53.77
2,Ryan Page,Bp Ko Jax,0,54.40
3,Laura Renwick,Billy Tamrac,0,54.99
4,Madison Heath,Ivory,0,56.81
5,Sammie Jo Coffin,Big Star Of Follyfoot Z,0,57.32
6,Emma Perrett,Jackson Vive,0,57.70
7,Emily Ward,Invictrix Bois Chenu,0,58.03
8,Nicole Pavitt,Domination Z,0,58.16
9,Danielle Farnsworth,Lotus WL,0,59.66
10,Josh Betts,Merci VK,0,59.74
11,Lance Whitehouse,Superstar,0,59.84
12,Carron Nicol,Dolomite Z,0,60.45
13,Emma Stoker,Olivera Z,0,60.61
14,Mark Bunting,Outlander HX,0,60.97
15,Phillip Spivey,Billy Disco,0,61.36
16,Alex Barr,Athena A.D,0,62.17
17,Kathryn Ellison,Tudor Lough,0,62.26
18,Danielle Farnsworth,Hazelberg's Mercury,0,62.58
19,Ben Edwards,Catino Ask,0,62.71
20,Emily Fisher,Ivanta,0,62.76
21,Holly Smith,Wellview Luxigraaf,0,63.65
22,Sally Goding,Red Head,0,63.78
23,Holly Dunning,Harthill Mexico,0,64.18
24,Mark Edwards,Tinkers Touch,0,64.51
25,Joseph Stockdale,Fmbs Therapy Systems Satisfaction,0,65.02
26,Elizabeth Rose Lutener,Emeril,0,65.22
27,Lottie Tutt,Billy Davos,0,65.42
28,Laura Mantel,Calcourt Clear Gold,0,65.52
29,Holly Smith,Flying Saucer O.S,0,65.75
30,Poppy Stronge,Lamshire.Ryal.K.,0,65.88
31,Tim Gredley,Romelus de Muze,0,66.11
32,Rebecca Marsh,Levi III,0,66.29
33,Jackson Reed Stephenson,Domination F Z,0,66.46
34,Jodie Hall Mcateer,Kingsborough Kasper,0,67.04
35,Sally Goding,Vivalgot,0,68.07
36,J P Daker,Cortez Van'T Amaryllishof Z,0,68.22
37,Amy Leggett,Gherkin,0,68.85
38,Oliver Tuff,Nebraska,0,69.53
39,Joe Davies,Meesca,0,69.57
40,Peter Moloney,Dynamo Van Broekhoven Wf Z,0,69.68
41,Ella Spencer,Billy Benvolio,0,69.84
42,Lance Whitehouse,Whitesparke Big Heart,0,70.22
43,Lowan Cruise Mills,Billy Can Can,0,70.42
44,Joseph Stockdale,Do It Rollebeek Z,0,70.86
44,Peter Moloney,Osaka Q,0,70.86
46,Lance Whitehouse,Kluidini,0,70.90
47,Ella Spencer,Cold Play S Z,0,71.03
48,Isabelle Doyle,Claxon van de Bosweg,0,71.30
49,Cate Kerr,Petitfour Vd Wareslage,4,54.59
50,Francesca Young,Monthelie-O,4,58.13
51,Leo Lamb,Las Palmas VG,4,59.39
52,Leo Lamb,Next Pinacolada,4,59.55
53,Charlotte Ash,Cali Star,4,59.86
54,Ria Ward,Mark,4,61.13
55,Ryan Page,Kai Chic,4,63.10
56,Jenna Palmer Evans,Ciasko Z,4,63.37
57,Joe Fernyhough,Calcourt Trilby,4,64.96
58,Maisie Riley,Lorenzo,4,65.86
59,J P Daker,Bazaar van het Bellehof Z,4,66.12
60,Kirsty Hogg,Nitaine,4,66.22
61,Harriette Rushton,C.Lest Best VDL Z,4,67.07
62,Leah Knowles,Scutchers,4,67.61
63,William Fletcher,Hector IX,4,68.71
64,Sophie Slater,Cool March,4,69.00
65,William Fletcher,Qian Van Heiste,4,69.50
66,Daniel Moseley,Laros,4,69.84
67,Holly Smith,Dunard Air Tyson,4,70.21
68,Rebecca Marsh,N My Lady EX,4,70.53
69,John Whitaker,Cornets Olona,4,70.95
70,Lowan Cruise Mills,Quando Z,4,71.20
71,Trevor Breen,Drewmain Musachino,4,73.44
72,Lily Attwood,Waddesdon's Rock,5,76.97
73,Kate Ward,Munro,8,14.27
74,Angela Thompson,Dawn Lancer,8,62.04
75,Christopher Franks,Black Friday 3,8,64.87
76,Gregory Hill,Strawberry Urs,8,66.72
77,Arthur Hobby,Mr Grand,8,67.34
78,Alfie Diaper,Ottawa,8,67.67
79,Jack Stirling,Rossini O.S,8,69.40
80,Greg Le Gear,Diamond Warrior,8,72.30
81,Miles Jon O'Donnell,Always And Forever,8,74.54
82,Ignacio Caba Guil,C-Let's Dance van de Beemd,11,78.22
83,Fergal Holohan,Ces Celtic Son,12,63.58
84,Kate Ward,Geronimo TN,12,71.92
85,Brendan Pennarun,Snowman 333,16,71.93
86,Nicole Pavitt,Rhodos van de Kiekenboer,17,76.40
87,Abbie Summers,Liebherr,20,83.40
88,Rebecca Mason,Festina-K Van Kattenheye Z,22,77.44
89,Olivia Mae Davison,Radjamerci van de Vlasbloemhoeve,23,94.76
,Dee Kennedy,Montgomery,RET,
,Laura Ritchie-Bland,Katoulon JL,RET,
,Tabitha Kyle,Jumanji,EL,
,Zoe Smith,Berliner Luft WW,RET,
